temperatureMax,temperatureMaxTime,windBearing,icon,dewPoint,temperatureMinTime,cloudCover,windSpeed,pressure,apparentTemperatureMinTime,apparentTemperatureHigh,precipType,visibility,humidity,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,sunsetTime,temperatureLow,temperatureMin,temperatureHigh,sunriseTime,temperatureHighTime,uvIndexTime,summary,temperatureLowTime,apparentTemperatureMin,apparentTemperatureMaxTime,apparentTemperatureLowTime,moonPhase
13.28,25-04-13 23:00,329,partly-cloudy-day,3.07,26-04-13 7:00,0.51,3.42,1015.24,26-04-13 7:00,12.06,rain,12.12,0.65,26-04-13 15:00,1.82,13.28,5,25-04-13 23:00,26-04-13 19:15,4.02,7.05,12.06,26-04-13 4:42,26-04-13 15:00,26-04-13 12:00,Partly cloudy until evening.,27-04-13 3:00,5.04,25-04-13 23:00,27-04-13 3:00,0.52
17.52,19-10-13 15:00,182,partly-cloudy-day,13.38,19-10-13 3:00,0.52,3.06,1005.58,19-10-13 3:00,17.52,rain,11.31,0.91,19-10-13 15:00,13.18,17.52,1,18-10-13 23:00,19-10-13 17:00,13.18,13.21,17.52,19-10-13 6:32,19-10-13 15:00,19-10-13 10:00,Mostly cloudy until evening.,19-10-13 23:00,13.21,19-10-13 15:00,19-10-13 23:00,0.52
7.85,06-12-13 14:00,279,partly-cloudy-day,0.71,06-12-13 8:00,0.38,3.92,1027.65,06-12-13 6:00,5.72,rain,12.67,0.7,06-12-13 19:00,4.02,5.72,1,06-12-13 0:00,06-12-13 15:54,6.55,2.73,7.85,06-12-13 7:51,06-12-13 14:00,06-12-13 12:00,Partly cloudy until evening.,07-12-13 3:00,-1.27,06-12-13 19:00,07-12-13 7:00,0.13
3.45,10-03-13 0:00,39,partly-cloudy-day,-0.37,10-03-13 23:00,0.81,5.05,1005.94,10-03-13 23:00,-1.28,rain,12.26,0.82,10-03-13 7:00,-6.92,0.33,2,10-03-13 0:00,10-03-13 17:57,-0.4,1.23,3.37,10-03-13 6:26,10-03-13 12:00,10-03-13 12:00,Mostly cloudy throughout the day.,11-03-13 8:00,-4.03,10-03-13 0:00,11-03-13 8:00,0.96
10.13,16-02-13 13:00,190,partly-cloudy-day,1.36,16-02-13 23:00,0.48,1.11,1023.52,16-02-13 23:00,10.13,rain,12.97,0.7,16-02-13 13:00,0.27,10.13,1,16-02-13 0:00,16-02-13 17:18,2.16,3.7,10.13,16-02-13 7:13,16-02-13 13:00,16-02-13 10:00,Partly cloudy throughout the day.,17-02-13 4:00,3.7,16-02-13 13:00,17-02-13 8:00,0.21
27.28,07-07-13 13:00,71,partly-cloudy-day,13.97,07-07-13 4:00,0.12,2.5,1031.56,07-07-13 4:00,27.28,rain,10.98,0.66,07-07-13 13:00,14.99,27.28,6,06-07-13 23:00,07-07-13 20:19,14.99,14.99,27.28,07-07-13 3:53,07-07-13 13:00,07-07-13 11:00,"Partly cloudy starting in the afternoon, continuing until evening.",08-07-13 5:00,14.99,07-07-13 13:00,08-07-13 5:00,0.97
23.85,09-08-13 14:00,261,partly-cloudy-day,12.55,09-08-13 6:00,0.48,3,1018.82,09-08-13 6:00,23.85,rain,12.42,0.67,09-08-13 14:00,14.1,23.85,5,08-08-13 23:00,09-08-13 19:36,14.1,15.68,23.85,09-08-13 4:37,09-08-13 14:00,09-08-13 13:00,Mostly cloudy until evening.,10-08-13 5:00,15.72,09-08-13 14:00,10-08-13 5:00,0.08
16.87,20-05-13 20:00,335,cloudy,11.42,19-05-13 23:00,0.81,3.7,1011.37,19-05-13 23:00,16.77,rain,7.31,0.84,20-05-13 18:00,12.44,16.87,4,19-05-13 23:00,20-05-13 19:54,12.44,11.38,16.77,20-05-13 4:02,20-05-13 18:00,20-05-13 11:00,Overcast until evening.,21-05-13 6:00,11.38,20-05-13 20:00,21-05-13 6:00,0.33
22.89,04-07-13 16:00,240,partly-cloudy-day,13.32,04-07-13 3:00,0.44,3.97,1019.37,04-07-13 3:00,22.89,rain,11.93,0.76,04-07-13 16:00,12.63,22.89,5,03-07-13 23:00,04-07-13 20:20,12.63,12.48,22.89,04-07-13 3:51,04-07-13 16:00,04-07-13 12:00,Mostly cloudy throughout the day.,05-07-13 5:00,12.48,04-07-13 16:00,05-07-13 5:00,0.88
1.22,11-03-13 0:00,47,wind,-4.67,11-03-13 23:00,0.6,8.17,1007.26,11-03-13 23:00,-6.46,snow,10.83,0.73,11-03-13 10:00,-8.88,-4.11,2,11-03-13 0:00,11-03-13 17:58,-1.89,-1.57,0.04,11-03-13 6:24,11-03-13 10:00,11-03-13 12:00,Breezy and partly cloudy throughout the day.,12-03-13 4:00,-8.57,11-03-13 0:00,12-03-13 4:00,0.99
4.87,30-03-13 15:00,41,partly-cloudy-day,-2.47,30-03-13 0:00,0.66,3.61,1011.38,30-03-13 7:00,1.53,rain,13.1,0.69,30-03-13 15:00,-2.11,1.53,3,30-03-13 0:00,30-03-13 18:30,-1.54,0.94,4.87,30-03-13 5:41,30-03-13 15:00,30-03-13 12:00,Mostly cloudy throughout the day.,31-03-13 5:00,-2.65,30-03-13 15:00,31-03-13 2:00,0.61
16.55,16-04-13 15:00,218,partly-cloudy-day,6.83,16-04-13 1:00,0.4,5.75,1015.5,16-04-13 2:00,16.55,rain,12.52,0.7,16-04-13 15:00,8.26,16.55,4,15-04-13 23:00,16-04-13 18:59,9.66,9.63,16.55,16-04-13 5:03,16-04-13 15:00,16-04-13 11:00,Partly cloudy until evening.,17-04-13 1:00,7.26,16-04-13 15:00,17-04-13 1:00,0.19
7.29,25-11-13 14:00,349,partly-cloudy-day,2.08,25-11-13 8:00,0.73,3.33,1037.52,25-11-13 8:00,4.63,rain,12.17,0.77,25-11-13 14:00,1.41,4.63,1,25-11-13 0:00,25-11-13 16:01,2.98,4.54,7.29,25-11-13 7:36,25-11-13 14:00,25-11-13 11:00,Mostly cloudy until evening.,26-11-13 8:00,1.89,25-11-13 14:00,26-11-13 8:00,0.74
7.35,18-03-13 12:00,87,partly-cloudy-day,2.21,18-03-13 3:00,0.5,0.73,991.02,18-03-13 1:00,7.06,rain,7.97,0.91,18-03-13 13:00,2.2,7.06,2,18-03-13 0:00,18-03-13 18:10,3.33,-0.22,7.35,18-03-13 6:08,18-03-13 12:00,18-03-13 11:00,Mostly cloudy throughout the day.,19-03-13 5:00,-1.32,18-03-13 13:00,19-03-13 1:00,0.22
1.53,24-03-13 22:00,63,partly-cloudy-day,-2.86,24-03-13 13:00,0.83,6.06,1012.85,24-03-13 13:00,-3.54,snow,9.37,0.78,24-03-13 19:00,-4.71,-2.86,2,24-03-13 0:00,24-03-13 18:20,0.71,-0.32,1.23,24-03-13 5:54,24-03-13 19:00,24-03-13 11:00,Mostly cloudy throughout the day.,25-03-13 6:00,-6.34,24-03-13 21:00,25-03-13 8:00,0.4
14.28,09-05-13 14:00,214,wind,5.48,09-05-13 4:00,0.47,7.13,1008.69,09-05-13 4:00,14.28,rain,11.97,0.71,09-05-13 14:00,10.18,14.28,4,08-05-13 23:00,09-05-13 19:37,10.18,7.28,14.28,09-05-13 4:19,09-05-13 14:00,09-05-13 10:00,Breezy and mostly cloudy throughout the day.,09-05-13 21:00,5,09-05-13 14:00,09-05-13 21:00,0.99
13.14,06-03-13 14:00,77,fog,4.95,06-03-13 4:00,0.17,2.41,1000.69,06-03-13 4:00,13.14,rain,8.37,0.72,06-03-13 14:00,6.67,13.14,2,06-03-13 0:00,06-03-13 17:50,7.43,7.65,13.14,06-03-13 6:35,06-03-13 14:00,06-03-13 11:00,Foggy overnight.,07-03-13 3:00,6.51,06-03-13 14:00,07-03-13 5:00,0.81
29.2,16-07-13 14:00,187,partly-cloudy-day,13.56,16-07-13 5:00,0.46,0.48,1022.88,16-07-13 5:00,29.2,rain,14.87,0.56,16-07-13 14:00,17.14,29.2,5,15-07-13 23:00,16-07-13 20:11,17.14,17.03,29.2,16-07-13 4:03,16-07-13 14:00,16-07-13 12:00,Mostly cloudy throughout the day.,17-07-13 5:00,17.03,16-07-13 14:00,17-07-13 5:00,0.27
1.88,11-02-13 13:00,53,partly-cloudy-day,0.27,11-02-13 3:00,0.87,3.36,999.17,11-02-13 0:00,-1.66,rain,4.36,0.93,11-02-13 14:00,-2.32,-1.66,1,11-02-13 0:00,11-02-13 17:09,1.22,0.55,1.88,11-02-13 7:23,11-02-13 13:00,11-02-13 10:00,Mostly cloudy throughout the day.,12-02-13 8:00,-3.92,11-02-13 14:00,11-02-13 21:00,0.05
4.08,28-03-13 15:00,37,partly-cloudy-day,-3.94,28-03-13 6:00,0.5,3.57,1012.3,28-03-13 5:00,0.31,rain,11.64,0.66,28-03-13 15:00,-2.99,0.31,2,28-03-13 0:00,28-03-13 18:27,-0.52,-0.89,4.08,28-03-13 5:45,28-03-13 15:00,28-03-13 10:00,Mostly cloudy throughout the day.,29-03-13 3:00,-3.85,28-03-13 15:00,29-03-13 1:00,0.54
25.56,19-06-13 14:00,31,partly-cloudy-day,15.19,19-06-13 2:00,0.31,0.95,1014.65,18-06-13 23:00,25.56,rain,9.82,0.76,19-06-13 14:00,16.22,25.56,6,18-06-13 23:00,19-06-13 20:22,16.22,15.81,25.56,19-06-13 3:43,19-06-13 14:00,19-06-13 11:00,Mostly cloudy until evening.,20-06-13 5:00,15.83,19-06-13 14:00,20-06-13 5:00,0.35
9.99,08-04-13 13:00,80,partly-cloudy-day,-0.36,08-04-13 2:00,0.36,4.97,1005.84,08-04-13 3:00,7.18,rain,10.81,0.65,08-04-13 13:00,0.39,7.18,3,07-04-13 23:00,08-04-13 18:45,3.45,3.47,9.99,08-04-13 5:20,08-04-13 13:00,08-04-13 11:00,Partly cloudy until evening.,09-04-13 2:00,-0.38,08-04-13 13:00,09-04-13 2:00,0.94
11.95,23-12-13 22:00,199,wind,6.53,23-12-13 0:00,0.58,8.48,998.59,23-12-13 0:00,11.33,rain,9.98,0.84,23-12-13 15:00,5.19,11.95,0,23-12-13 0:00,23-12-13 15:55,8.23,5.14,11.33,23-12-13 8:06,23-12-13 15:00,23-12-13 0:00,Overcast until evening and windy throughout the day.,24-12-13 8:00,2.07,23-12-13 22:00,24-12-13 8:00,0.69
19.82,07-05-13 12:00,107,partly-cloudy-day,6.68,07-05-13 4:00,0.16,2.07,1016.51,07-05-13 4:00,19.82,rain,14.19,0.6,07-05-13 12:00,11.72,19.82,5,06-05-13 23:00,07-05-13 19:34,11.72,8.63,19.82,07-05-13 4:22,07-05-13 12:00,07-05-13 11:00,"Partly cloudy starting in the afternoon, continuing until evening.",08-05-13 2:00,8.63,07-05-13 12:00,08-05-13 2:00,0.92
23.17,03-08-13 14:00,220,partly-cloudy-day,13.17,03-08-13 5:00,0.34,4.85,1014.89,03-08-13 5:00,23.17,rain,12.71,0.71,03-08-13 14:00,14.79,23.17,4,02-08-13 23:00,03-08-13 19:47,14.79,15.36,23.17,03-08-13 4:28,03-08-13 14:00,03-08-13 11:00,Mostly cloudy until evening.,04-08-13 4:00,15.36,03-08-13 14:00,04-08-13 4:00,0.89
20.25,23-04-13 16:00,258,partly-cloudy-day,8.31,23-04-13 6:00,0.46,3.48,1019.23,23-04-13 6:00,20.25,rain,12.5,0.68,23-04-13 16:00,8.49,20.25,5,22-04-13 23:00,23-04-13 19:10,9.45,10.02,20.25,23-04-13 4:48,23-04-13 16:00,23-04-13 12:00,Partly cloudy until evening.,24-04-13 5:00,10.02,23-04-13 16:00,24-04-13 5:00,0.41
27.27,19-07-13 14:00,70,partly-cloudy-day,12.44,19-07-13 5:00,0.18,4.26,1025.17,19-07-13 5:00,27.27,rain,15.16,0.57,19-07-13 14:00,16.34,27.27,6,18-07-13 23:00,19-07-13 20:08,16.34,15.62,27.27,19-07-13 4:07,19-07-13 14:00,19-07-13 12:00,Partly cloudy until evening.,20-07-13 4:00,15.62,19-07-13 14:00,20-07-13 4:00,0.38
4.96,31-03-13 13:00,67,partly-cloudy-day,-3.57,31-03-13 5:00,0.4,2.8,1014.56,31-03-13 21:00,1.64,rain,12.67,0.68,31-03-13 13:00,-2.38,1.64,3,31-03-13 0:00,31-03-13 18:32,1.1,-1.54,4.96,31-03-13 5:38,31-03-13 13:00,31-03-13 12:00,Mostly cloudy until morning.,31-03-13 23:00,-2.33,31-03-13 13:00,01-04-13 2:00,0.65
9.49,17-02-13 14:00,102,partly-cloudy-night,1.91,17-02-13 4:00,0.33,2.79,1021.74,17-02-13 8:00,7.33,rain,7.26,0.84,17-02-13 14:00,-0.63,7.33,1,17-02-13 0:00,17-02-13 17:20,2.02,2.16,9.49,17-02-13 7:11,17-02-13 14:00,17-02-13 10:00,Partly cloudy throughout the day.,18-02-13 7:00,0.27,17-02-13 14:00,18-02-13 7:00,0.24
8.38,30-11-13 14:00,330,partly-cloudy-day,2.1,30-11-13 23:00,0.5,3.68,1027.3,30-11-13 23:00,6.01,rain,12.46,0.73,30-11-13 15:00,0.21,6.01,1,30-11-13 0:00,30-11-13 15:57,2.43,3.53,8.38,30-11-13 7:44,30-11-13 14:00,30-11-13 11:00,Mostly cloudy until evening.,01-12-13 2:00,2.19,30-11-13 15:00,01-12-13 1:00,0.91
2.82,22-01-13 23:00,85,fog,-1.46,22-01-13 3:00,0.53,3.44,1001.55,22-01-13 5:00,-1.43,rain,6.31,0.88,22-01-13 13:00,-2.53,-1.43,1,22-01-13 0:00,22-01-13 16:32,1.38,-3.73,2.82,22-01-13 7:53,22-01-13 16:00,22-01-13 11:00,Foggy in the morning.,23-01-13 8:00,-5.09,22-01-13 13:00,22-01-13 19:00,0.36
18.88,26-09-13 14:00,73,partly-cloudy-day,11.82,26-09-13 22:00,0.51,3.1,1016.43,26-09-13 22:00,18.88,rain,10.07,0.79,26-09-13 14:00,10.58,18.88,2,25-09-13 23:00,26-09-13 17:51,10.58,13.12,18.88,26-09-13 5:54,26-09-13 14:00,26-09-13 11:00,Mostly cloudy throughout the day.,27-09-13 5:00,13.12,26-09-13 14:00,27-09-13 5:00,0.73
15.08,02-11-13 13:00,230,wind,8.58,02-11-13 23:00,0.43,4.55,998.6,02-11-13 23:00,15.08,rain,9.46,0.82,02-11-13 13:00,3.89,15.08,1,02-11-13 0:00,02-11-13 16:33,7.56,10.27,15.08,02-11-13 6:57,02-11-13 13:00,02-11-13 10:00,Mostly cloudy until afternoon and breezy starting in the evening.,03-11-13 6:00,10.27,02-11-13 13:00,03-11-13 7:00,0.96
11.51,12-04-13 16:00,227,partly-cloudy-day,6.92,12-04-13 3:00,0.54,3.04,997.53,12-04-13 3:00,11.51,rain,11.62,0.87,12-04-13 16:00,3.3,11.51,3,11-04-13 23:00,12-04-13 18:52,4.92,7.09,11.51,12-04-13 5:12,12-04-13 16:00,12-04-13 11:00,Partly cloudy throughout the day.,13-04-13 5:00,4.87,12-04-13 16:00,13-04-13 6:00,0.07
11.24,08-12-13 14:00,241,partly-cloudy-day,5.36,08-12-13 5:00,0.35,4.56,1025.35,08-12-13 5:00,11.24,rain,12.87,0.83,08-12-13 14:00,3.22,11.24,1,08-12-13 0:00,08-12-13 15:53,6.01,5.09,11.24,08-12-13 7:54,08-12-13 14:00,08-12-13 10:00,Partly cloudy until evening.,09-12-13 8:00,2.53,08-12-13 14:00,09-12-13 7:00,0.2
9.9,28-11-13 14:00,324,cloudy,6.94,28-11-13 23:00,0.96,1.23,1034.64,28-11-13 10:00,9.38,rain,6.34,0.87,28-11-13 14:00,5.31,9.38,0,28-11-13 0:00,28-11-13 15:58,8.04,8.08,9.9,28-11-13 7:41,28-11-13 14:00,28-11-13 7:00,Overcast until evening.,29-11-13 3:00,7.97,28-11-13 14:00,29-11-13 8:00,0.84
9.98,04-11-13 15:00,319,partly-cloudy-day,4.38,04-11-13 23:00,0.29,2.94,991.64,04-11-13 5:00,7.22,rain,11.14,0.82,04-11-13 15:00,2.43,8.24,1,04-11-13 0:00,04-11-13 16:29,4.41,4.78,9.98,04-11-13 7:00,04-11-13 15:00,04-11-13 9:00,Partly cloudy until evening.,05-11-13 2:00,2.11,04-11-13 1:00,04-11-13 22:00,0.03
8.99,04-03-13 15:00,89,partly-cloudy-day,0.86,04-03-13 7:00,0.27,3.66,1013.74,04-03-13 6:00,6.17,rain,7.02,0.78,04-03-13 15:00,1.27,6.17,2,04-03-13 0:00,04-03-13 17:46,1.87,2.14,8.99,04-03-13 6:40,04-03-13 15:00,04-03-13 11:00,"Partly cloudy starting in the afternoon, continuing until evening.",05-03-13 5:00,-1.41,04-03-13 15:00,04-03-13 22:00,0.74
10.36,31-12-13 11:00,185,partly-cloudy-day,5.77,31-12-13 20:00,0.59,4.72,1004.27,31-12-13 21:00,10.36,rain,12.13,0.85,31-12-13 11:00,2.79,10.36,0,31-12-13 0:00,31-12-13 16:01,5.77,5.77,10.36,31-12-13 8:07,31-12-13 11:00,31-12-13 1:00,Mostly cloudy until evening.,31-12-13 20:00,2.79,31-12-13 11:00,31-12-13 21:00,0.96
11.43,03-11-13 13:00,244,wind,4.57,03-11-13 6:00,0.22,5.3,998.64,03-11-13 7:00,11.43,rain,11.99,0.74,03-11-13 13:00,2.11,11.43,1,03-11-13 0:00,03-11-13 16:31,6.04,7.56,11.43,03-11-13 6:58,03-11-13 13:00,03-11-13 9:00,Breezy until afternoon and partly cloudy until evening.,04-11-13 5:00,3.89,03-11-13 13:00,04-11-13 5:00,0
11.23,08-01-13 13:00,218,partly-cloudy-day,7.77,08-01-13 8:00,0.76,3.71,1024.17,08-01-13 9:00,11.23,rain,11.73,0.87,08-01-13 13:00,6.48,11.23,1,08-01-13 0:00,08-01-13 16:11,8.46,9.02,11.23,08-01-13 8:05,08-01-13 13:00,08-01-13 11:00,Mostly cloudy throughout the day.,09-01-13 8:00,6.9,08-01-13 13:00,09-01-13 8:00,0.88
12.79,29-05-13 18:00,310,partly-cloudy-day,8.79,29-05-13 4:00,0.76,2.14,1004.27,29-05-13 4:00,12.79,rain,9.24,0.87,29-05-13 18:00,10.79,12.79,4,28-05-13 23:00,29-05-13 20:05,10.79,8.38,12.79,29-05-13 3:52,29-05-13 18:00,29-05-13 11:00,Mostly cloudy throughout the day.,30-05-13 5:00,7.59,29-05-13 18:00,30-05-13 5:00,0.66
10.59,14-02-13 12:00,238,partly-cloudy-day,4.54,14-02-13 0:00,0.55,2.96,1011.45,14-02-13 0:00,10.59,rain,10.56,0.81,14-02-13 12:00,-0.06,10.59,1,14-02-13 0:00,14-02-13 17:14,2.27,4.07,10.59,14-02-13 7:17,14-02-13 12:00,14-02-13 10:00,Partly cloudy until evening.,15-02-13 7:00,-0.11,14-02-13 12:00,15-02-13 7:00,0.15
19.8,13-08-13 13:00,281,partly-cloudy-day,9.51,13-08-13 5:00,0.43,3.63,1021.59,13-08-13 5:00,19.8,rain,13.5,0.69,13-08-13 13:00,11.04,19.8,4,12-08-13 23:00,13-08-13 19:29,11.04,11.46,19.8,13-08-13 4:44,13-08-13 13:00,13-08-13 12:00,Mostly cloudy until evening.,14-08-13 5:00,11.46,13-08-13 13:00,14-08-13 5:00,0.22
29.3,15-07-13 16:00,336,partly-cloudy-day,9.74,15-07-13 5:00,0.4,0.84,1023.14,15-07-13 5:00,29.3,rain,14.66,0.45,15-07-13 16:00,17.03,29.3,5,14-07-13 23:00,15-07-13 20:12,17.03,17.96,29.3,15-07-13 4:02,15-07-13 16:00,15-07-13 12:00,Partly cloudy throughout the day.,16-07-13 5:00,17.96,15-07-13 16:00,16-07-13 5:00,0.23
6.4,11-12-13 12:00,130,fog,2.51,11-12-13 6:00,0.03,1.45,1029.46,11-12-13 22:00,6.34,rain,3.48,0.93,11-12-13 14:00,-0.88,6.34,1,11-12-13 0:00,11-12-13 15:52,1.52,2.06,6.4,11-12-13 7:57,11-12-13 12:00,11-12-13 10:00,Foggy until afternoon.,12-12-13 2:00,0.46,11-12-13 14:00,12-12-13 2:00,0.31
9.08,07-01-13 23:00,206,partly-cloudy-day,6.78,07-01-13 6:00,0.84,3.27,1026.88,07-01-13 6:00,6.36,rain,9.7,0.92,07-01-13 13:00,6.03,7.31,1,07-01-13 0:00,07-01-13 16:10,8.19,7.1,8.56,07-01-13 8:05,07-01-13 14:00,07-01-13 12:00,Mostly cloudy throughout the day.,07-01-13 19:00,5.24,07-01-13 23:00,07-01-13 19:00,0.84
21.07,01-09-13 16:00,272,partly-cloudy-day,8.36,01-09-13 5:00,0.33,3.36,1029.46,01-09-13 5:00,21.07,rain,14.79,0.63,01-09-13 16:00,11.88,21.07,3,31-08-13 23:00,01-09-13 18:49,11.88,10.17,21.07,01-09-13 5:14,01-09-13 16:00,01-09-13 10:00,Partly cloudy until evening.,02-09-13 5:00,10.17,01-09-13 16:00,02-09-13 5:00,0.87
17.34,01-06-13 16:00,334,partly-cloudy-day,7.56,01-06-13 4:00,0.38,3.35,1022.85,01-06-13 4:00,17.34,rain,12.7,0.65,01-06-13 16:00,8.97,17.34,5,31-05-13 23:00,01-06-13 20:09,9.72,10.77,17.34,01-06-13 3:50,01-06-13 16:00,01-06-13 11:00,Mostly cloudy until evening.,02-06-13 4:00,10.77,01-06-13 16:00,02-06-13 5:00,0.77
17.85,19-05-13 15:00,32,partly-cloudy-day,7.71,19-05-13 3:00,0.32,2.12,1011.12,19-05-13 3:00,17.85,rain,11.1,0.7,19-05-13 15:00,11.38,17.85,5,18-05-13 23:00,19-05-13 19:52,11.38,8.91,17.85,19-05-13 4:04,19-05-13 15:00,19-05-13 12:00,Mostly cloudy until evening.,19-05-13 23:00,8.56,19-05-13 15:00,19-05-13 23:00,0.3
16.99,27-09-13 13:00,85,partly-cloudy-day,10.18,27-09-13 5:00,0.36,3.45,1016.27,27-09-13 5:00,16.99,rain,13.39,0.8,27-09-13 13:00,12.43,16.99,2,26-09-13 23:00,27-09-13 17:49,12.43,10.58,16.99,27-09-13 5:55,27-09-13 13:00,27-09-13 11:00,Mostly cloudy until evening.,28-09-13 0:00,10.58,27-09-13 13:00,28-09-13 0:00,0.76
10.59,10-04-13 13:00,94,fog,3.18,10-04-13 6:00,0.61,1.07,1003.54,10-04-13 6:00,10.59,rain,4.44,0.79,10-04-13 13:00,2.89,10.59,4,09-04-13 23:00,10-04-13 18:49,5.93,2.98,10.59,10-04-13 5:16,10-04-13 13:00,10-04-13 11:00,Foggy in the morning.,11-04-13 7:00,0.4,10-04-13 13:00,10-04-13 22:00,0.01
4.39,25-02-13 16:00,12,partly-cloudy-day,0.51,25-02-13 2:00,0.84,4.8,1026.97,25-02-13 1:00,0.59,rain,9.78,0.83,25-02-13 16:00,-1.18,0.59,1,25-02-13 0:00,25-02-13 17:34,2.98,1.74,4.39,25-02-13 6:55,25-02-13 16:00,25-02-13 9:00,Mostly cloudy throughout the day.,26-02-13 1:00,-2.46,25-02-13 16:00,26-02-13 0:00,0.48
19.64,07-06-13 16:00,54,partly-cloudy-day,8.24,07-06-13 4:00,0.38,4.3,1023,07-06-13 4:00,19.64,rain,14.39,0.66,07-06-13 16:00,6.88,19.64,6,06-06-13 23:00,07-06-13 20:15,9.16,10.02,19.64,07-06-13 3:46,07-06-13 16:00,07-06-13 13:00,Mostly cloudy until evening.,08-06-13 3:00,10.02,07-06-13 16:00,08-06-13 3:00,0.97
21.73,10-08-13 16:00,278,partly-cloudy-day,8.98,10-08-13 5:00,0.49,2.82,1021.99,10-08-13 5:00,21.73,rain,14.42,0.57,10-08-13 16:00,15.42,21.73,5,09-08-13 23:00,10-08-13 19:34,15.42,14.1,21.73,10-08-13 4:39,10-08-13 16:00,10-08-13 12:00,Mostly cloudy until evening.,11-08-13 3:00,14.1,10-08-13 16:00,11-08-13 3:00,0.11
2.88,17-01-13 14:00,111,partly-cloudy-day,-2.88,17-01-13 7:00,0.31,1.01,1017.44,17-01-13 7:00,2.88,rain,9.64,0.83,17-01-13 14:00,-7.28,2.88,1,17-01-13 0:00,17-01-13 16:24,-1.44,-3.86,2.88,17-01-13 7:58,17-01-13 14:00,17-01-13 10:00,Partly cloudy throughout the day.,18-01-13 8:00,-3.86,17-01-13 14:00,18-01-13 8:00,0.2
5.87,20-03-13 13:00,33,partly-cloudy-day,1.59,20-03-13 1:00,0.78,2.37,1006.74,20-03-13 1:00,3.49,rain,5.73,0.86,20-03-13 13:00,-1.24,3.49,2,20-03-13 0:00,20-03-13 18:14,1.18,2.37,5.87,20-03-13 6:04,20-03-13 13:00,20-03-13 11:00,Mostly cloudy throughout the day.,21-03-13 4:00,0.18,20-03-13 13:00,21-03-13 5:00,0.27
17.36,29-09-13 13:00,70,partly-cloudy-day,11.37,29-09-13 8:00,0.45,4.76,1006.89,29-09-13 8:00,17.36,rain,12.25,0.79,29-09-13 13:00,13.44,17.36,2,28-09-13 23:00,29-09-13 17:44,13.44,13.44,17.36,29-09-13 5:59,29-09-13 13:00,29-09-13 11:00,Mostly cloudy throughout the day.,30-09-13 6:00,13.44,29-09-13 13:00,30-09-13 6:00,0.82
9.42,02-12-13 12:00,50,partly-cloudy-day,4.41,02-12-13 21:00,0.86,1.36,1033.95,02-12-13 20:00,8.79,rain,10.7,0.79,02-12-13 11:00,4.94,8.79,0,02-12-13 0:00,02-12-13 15:56,6.34,6.59,9.42,02-12-13 7:46,02-12-13 12:00,02-12-13 7:00,Mostly cloudy until evening.,03-12-13 8:00,6.24,02-12-13 11:00,03-12-13 7:00,0.98
15.36,15-09-13 20:00,233,wind,9.32,15-09-13 6:00,0.41,4.65,1010.26,15-09-13 6:00,14.82,rain,9.93,0.86,15-09-13 18:00,5.59,15.36,2,14-09-13 23:00,15-09-13 18:17,8.24,6.72,14.82,15-09-13 5:36,15-09-13 18:00,15-09-13 10:00,"Breezy and mostly cloudy starting in the afternoon, continuing until evening.",16-09-13 6:00,5.13,15-09-13 20:00,16-09-13 6:00,0.36
16.65,10-09-13 13:00,312,partly-cloudy-day,8.89,10-09-13 5:00,0.64,4.22,1020.2,10-09-13 5:00,16.65,rain,11.54,0.77,10-09-13 13:00,12.47,16.65,2,09-09-13 23:00,10-09-13 18:28,12.47,9.38,16.65,10-09-13 5:28,10-09-13 13:00,10-09-13 10:00,Mostly cloudy until evening.,11-09-13 3:00,7.53,10-09-13 13:00,11-09-13 3:00,0.17
6.16,06-02-13 2:00,331,partly-cloudy-day,0.5,06-02-13 23:00,0.61,6.04,1006.64,06-02-13 23:00,1,rain,13.23,0.75,06-02-13 13:00,-2.68,2.56,1,06-02-13 0:00,06-02-13 16:59,1.24,2.86,5.67,06-02-13 7:31,06-02-13 13:00,06-02-13 10:00,Mostly cloudy throughout the day.,07-02-13 8:00,-1.46,06-02-13 2:00,07-02-13 8:00,0.86
10.18,29-11-13 12:00,280,partly-cloudy-day,4.59,29-11-13 22:00,0.62,4.4,1026.65,29-11-13 22:00,10.18,rain,11.02,0.77,29-11-13 12:00,2.75,10.18,1,29-11-13 0:00,29-11-13 15:58,6.21,6.56,10.18,29-11-13 7:42,29-11-13 12:00,29-11-13 11:00,Mostly cloudy until evening.,30-11-13 7:00,2.99,29-11-13 12:00,30-11-13 5:00,0.87
7.91,21-11-13 14:00,13,partly-cloudy-day,1.82,21-11-13 0:00,0.48,4.83,1004.26,21-11-13 1:00,4.39,rain,11.96,0.78,21-11-13 14:00,0,4.39,1,21-11-13 0:00,21-11-13 16:05,3.52,3.12,7.91,21-11-13 7:30,21-11-13 14:00,21-11-13 11:00,Partly cloudy until evening.,22-11-13 3:00,-0.77,21-11-13 14:00,22-11-13 3:00,0.62
